class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0.577058852,0.753480375,1.30E-07,0.551762283,0.690967798,-0.052240998,0.562509298,0.587826252,-0.075708382,0.612734377,0.512128115,-0.094164394,0.666536808,0.464928687,-0.10809429,0.610026538,0.440953434,-0.03522604,0.62332505,0.299335063,-0.077689767,0.636292458,0.209160835,-0.101315849,0.648570836,0.133942693,-0.114830375,0.662067115,0.475165933,-0.031410616,0.72051692,0.383916885,-0.090490311,0.688529372,0.431914389,-0.103335798,0.662183225,0.463899434,-0.09261103,0.698243082,0.530262411,-0.034877289,0.728325903,0.498298228,-0.094547443,0.678633571,0.55947566,-0.085356884,0.659576058,0.58210969,-0.05883294,0.723447561,0.59889096,-0.042824827,0.744840086,0.573599041,-0.078813195,0.704440892,0.611643493,-0.067247264,0.685119271,0.624981046,-0.046479728
up,0.554122686,0.573932409,6.04E-07,0.561813056,0.423079133,-0.027610974,0.587328196,0.298184037,-0.034778144,0.641740441,0.201621711,-0.044326447,0.696522474,0.137113094,-0.050283913,0.612153769,0.249135464,0.040253915,0.612687886,0.159173787,0.025642728,0.608220279,0.08907634,0.007035228,0.609877706,0.030611902,-0.006298021,0.656852424,0.276892781,0.045076475,0.690922678,0.210326135,0.035893656,0.699884176,0.1906479,0.026692849,0.719206393,0.147789359,0.022785665,0.696089089,0.320643067,0.0402353,0.733220339,0.265182912,0.026560644,0.727455616,0.254904777,0.031103641,0.736901939,0.228393108,0.03822197,0.731462955,0.372479975,0.030374032,0.761774778,0.31886065,0.024902128,0.748975873,0.307525933,0.033953603,0.746828973,0.293190569,0.043545254
up,0.602986097,0.481496572,5.41E-07,0.586432576,0.326973438,-0.011542488,0.597173214,0.206208691,-0.014707907,0.656362355,0.129640624,-0.025186706,0.724317312,0.085910171,-0.034720611,0.647008061,0.149039432,0.052375071,0.658078134,0.058208853,0.043338269,0.670450211,0.003604472,0.029190319,0.691039324,-0.043563515,0.018511701,0.69275564,0.170126334,0.046088655,0.722683072,0.083694011,0.035420828,0.724838018,0.047313362,0.022065097,0.732192278,0.018565118,0.017020196,0.731197596,0.213931561,0.032299612,0.750600576,0.130157724,0.002754109,0.704045832,0.172253117,-0.003364373,0.677358389,0.226780683,0.004716896,0.766444564,0.272004694,0.017085049,0.771574914,0.187750548,-0.007197781,0.727221847,0.211549133,-0.005740607,0.697880507,0.258366406,0.004243148
up,0.617739022,0.442139536,3.26E-07,0.583708882,0.338667035,-0.028787892,0.583905816,0.216434479,-0.046084139,0.637552083,0.138296157,-0.064969592,0.703222513,0.09386839,-0.080590777,0.640214443,0.112768441,-0.005938387,0.640195906,-0.011676565,-0.041257776,0.645188749,-0.08257781,-0.063382231,0.653417945,-0.120462045,-0.074078254,0.694565654,0.142891169,-0.011383006,0.752634168,0.034076408,-0.058451578,0.73375684,0.030574232,-0.074645959,0.712542593,0.054845437,-0.069372453,0.736335635,0.193316177,-0.023169817,0.748064518,0.121005423,-0.073495708,0.691658974,0.17218025,-0.070978679,0.664148033,0.226450652,-0.050029766,0.768613398,0.259386271,-0.037323106,0.767517209,0.191560224,-0.070152238,0.718490362,0.220508307,-0.06194967,0.692052722,0.260918945,-0.043521117
up,0.592215896,0.526581049,-3.37E-07,0.556021333,0.425336033,-0.028135745,0.551373541,0.302868009,-0.046710014,0.603345573,0.22875841,-0.067934439,0.661826909,0.17811656,-0.087657392,0.617751658,0.190853968,-0.01071606,0.622742295,0.056426212,-0.048896313,0.625231743,-0.024717659,-0.073389061,0.633610547,-0.085868269,-0.089634962,0.667292237,0.227151051,-0.021387879,0.695303559,0.127082035,-0.079069458,0.652966142,0.181461975,-0.094651498,0.634528577,0.233017445,-0.089219876,0.705614507,0.281448722,-0.038410436,0.709280193,0.205270603,-0.098294459,0.650184214,0.273393542,-0.089327164,0.633533657,0.324172407,-0.065290354,0.73594451,0.350840956,-0.058070321,0.72829628,0.275594562,-0.096902423,0.672917187,0.31909138,-0.084824376,0.650267541,0.36213392,-0.065127417
up,0.581733286,0.593518376,-2.79E-07,0.550444603,0.491382807,-0.026499439,0.544777989,0.372674704,-0.046319846,0.589950144,0.297417611,-0.069431141,0.651043177,0.253666162,-0.091200799,0.623733282,0.269520193,-0.018514814,0.635298073,0.128273442,-0.054816391,0.640243411,0.041369796,-0.077321529,0.649131656,-0.028206617,-0.092938498,0.669504881,0.305322647,-0.030567944,0.707675397,0.187713578,-0.084625736,0.665345848,0.225333184,-0.098737352,0.63530612,0.276570946,-0.093491249,0.704495668,0.35973984,-0.047866751,0.707580626,0.275535524,-0.103229009,0.647991419,0.334496051,-0.09527503,0.62358427,0.387476265,-0.073134832,0.733045697,0.429316938,-0.067703746,0.727014065,0.345138788,-0.102399722,0.67309624,0.381281644,-0.090668745,0.645438612,0.426077932,-0.072560109
up,0.57868135,0.623701692,-2.32E-07,0.548065364,0.514838696,-0.027645171,0.538487554,0.396135926,-0.047688,0.577417016,0.312199503,-0.071473658,0.641475677,0.268952787,-0.093579859,0.612648904,0.295811057,-0.003616762,0.622782826,0.169987693,-0.038761992,0.625284791,0.092441633,-0.061238151,0.63431859,0.025438815,-0.076441586,0.659447074,0.326066941,-0.01462694,0.698434293,0.210815147,-0.071653761,0.65646559,0.251967907,-0.089858815,0.627919078,0.299205184,-0.084830314,0.697420359,0.375111252,-0.031685308,0.699575424,0.292146683,-0.093774147,0.639664888,0.362232804,-0.089026004,0.614982724,0.421351492,-0.064778276,0.728658855,0.440037489,-0.050796106,0.720493555,0.35499081,-0.088650629,0.667742789,0.398162007,-0.077329181,0.641615689,0.447496235,-0.057281829
up,0.589846134,0.699504793,-2.55E-07,0.548243999,0.603009701,-0.027622981,0.536169231,0.486439794,-0.046654467,0.575487554,0.408136457,-0.068376936,0.630496383,0.363365799,-0.088018633,0.614527047,0.371721417,-0.014273523,0.618570805,0.238112301,-0.046288028,0.621119201,0.157068074,-0.065664664,0.629637003,0.091880292,-0.078827992,0.659600079,0.404576898,-0.024980498,0.698356509,0.291420698,-0.07719665,0.661782026,0.323215902,-0.092707276,0.632829845,0.368091613,-0.087572545,0.695783019,0.456380665,-0.040760487,0.697322071,0.384078354,-0.095818028,0.64319396,0.443165779,-0.092181943,0.619230986,0.495297074,-0.07189022,0.725812495,0.523409605,-0.058799006,0.718064368,0.449232727,-0.093417011,0.668150008,0.487865478,-0.08409705,0.641042531,0.53233254,-0.067065932
up,0.601014376,0.828918934,-2.44E-07,0.554670751,0.758114934,-0.044820972,0.542264104,0.656871498,-0.074533343,0.587322772,0.598548412,-0.103311591,0.639460206,0.569615722,-0.130088031,0.623447478,0.518912792,-0.053789292,0.6327793,0.371515036,-0.098181024,0.638066292,0.292036712,-0.12352632,0.64501673,0.224997431,-0.13994354,0.675030351,0.561635792,-0.060811587,0.716060996,0.472794741,-0.12855272,0.686392307,0.516914964,-0.147876859,0.658826053,0.561313629,-0.14351815,0.712329328,0.623365998,-0.072607979,0.712541759,0.608198285,-0.138068318,0.65863657,0.671567321,-0.135795012,0.625929654,0.709421754,-0.115415305,0.73848027,0.693532944,-0.088063776,0.731945336,0.684554815,-0.129328683,0.682433069,0.730405092,-0.120800957,0.647020042,0.758442044,-0.103178144
up,0.616473615,0.907584667,-2.47E-07,0.588946283,0.828658938,-0.040167391,0.593162656,0.724089503,-0.068255305,0.646929204,0.671236277,-0.0959263,0.707977355,0.647606373,-0.121902093,0.670781851,0.598338902,-0.044039041,0.680912375,0.455221891,-0.086765081,0.685593426,0.367355764,-0.11405164,0.692510128,0.294515282,-0.133069783,0.716770947,0.642550409,-0.051200081,0.761370182,0.558244228,-0.113997117,0.719797075,0.596320212,-0.13334623,0.686102152,0.629567742,-0.131080881,0.748302758,0.702949882,-0.063074514,0.76401782,0.653109968,-0.123692118,0.707934737,0.711607933,-0.118519187,0.679269195,0.7485888,-0.097733974,0.771261215,0.77234906,-0.078277543,0.774953723,0.725033641,-0.115808763,0.727045894,0.761668563,-0.105121523,0.701079845,0.789976418,-0.087035991
